no_of_bedrooms,no_of_bathrooms,flat_area_in_sqft,lot_area_in_sqft,no_of_floors,waterfront_view,condition_of_the_house,overall_grade,area_of_the_house_from_basement_in_sqft,basement_area_in_sqft,age_of_house_in_years,zipcode,latitude,longitude,living_area_after_renovation_in_sqft,lot_area_after_renovation_in_sqft,does_basement_exist
3,1.0,1400.0,13975.0,1.0,no,good,6,1400.0,0,62,98198,47.4195,-122.33,1260.0,7500,0
4,2.25,2470.0,7698.0,2.0,no,fair,8,2470.0,0,35,98058,47.4406,-122.141,2330.0,7986,0
2,2.5,2680.0,7625.0,1.0,no,fair,9,2680.0,0,16,98053,47.7094,-122.024,2310.0,7395,0
3,1.75,1240.0,4000.0,1.0,no,fair,7,1240.0,0,32,98055,47.4728,-122.191,1570.0,4586,0
3,1.75,1410.0,8100.0,2.0,no,fair,7,1410.0,0,33,98038,47.3617,-122.046,1560.0,8100,0
3,2.0,1770.0,8141.0,1.0,no,excellent,8,1770.0,0,66,98177,47.7232,-122.371,1770.0,8100,0
2,1.75,1490.0,4800.0,1.0,no,good,7,750.0,740,100,98136,47.5496,-122.391,1400.0,6000,1
3,1.0,1010.0,9611.0,1.0,no,good,6,1010.0,0,45,98092,47.3006,-122.066,1200.0,9611,0
4,2.5,2430.0,6325.0,2.0,no,good,8,2020.0,410,99,98109,47.6413,-122.354,2340.0,4375,1
2,2.5,750.0,1430.0,2.0,no,fair,8,750.0,0,12,98122,47.6093,-122.31,1320.0,2790,0
4,2.5,2180.0,11200.0,1.0,no,good,8,2180.0,0,50,98072,47.7476,-122.086,1790.0,11200,0
3,1.75,1260.0,8487.0,1.0,no,fair,7,1260.0,0,48,98011,47.7664,-122.201,1890.0,13051,0
4,1.75,2480.0,11010.0,1.0,no,good,9,1630.0,850,52,98040,47.5378,-122.219,2770.0,10744,1
3,1.75,1500.0,13430.0,1.0,no,fair,7,1500.0,0,41,98072,47.7527,-122.082,1500.0,13430,0
3,2.0,1220.0,1186.0,3.0,no,fair,8,1220.0,0,11,98103,47.6972,-122.341,1280.0,1251,0
4,1.5,1690.0,3245.0,1.5,no,fair,8,1690.0,0,89,98126,47.5445,-122.375,1380.0,1590,0
3,1.0,1060.0,8000.0,1.0,no,good,6,1060.0,0,91,98002,47.305,-122.218,1060.0,4697,0
4,3.5,3070.0,4684.0,2.0,no,fair,10,2190.0,880,9,98027,47.5316,-122.076,2290.0,2664,1
3,1.0,990.0,7420.0,1.0,no,excellent,6,990.0,0,58,98002,47.2898,-122.221,1010.0,7420,0
4,1.75,1800.0,10890.0,1.5,no,good,6,1800.0,0,106,98027,47.5312,-122.04,1530.0,9818,0
3,1.75,1460.0,7862.0,1.0,no,fair,7,1460.0,0,53,98155,47.7755,-122.299,2200.0,9293,0
2,1.5,988.0,1080.0,3.0,no,fair,7,988.0,0,11,98125,47.7123,-122.301,1128.0,1080,0
4,2.5,2270.0,5000.0,2.0,no,fair,9,2270.0,0,4,98117,47.6916,-122.37,1210.0,5000,0
4,2.75,3110.0,11225.0,2.0,no,fair,8,3110.0,0,6,98059,47.4865,-122.143,2610.0,8535,0
3,2.0,1450.0,8771.0,2.0,no,good,7,1450.0,0,27,98022,47.1947,-121.989,1450.0,8653,0
4,1.5,2500.0,6300.0,1.0,no,good,7,1500.0,1000,57,98032,47.3781,-122.284,1720.0,8925,1
2,1.0,770.0,5160.0,1.0,no,fair,6,770.0,0,75,98106,47.5304,-122.356,920.0,5160,0
4,2.5,3670.0,9958.0,2.0,no,fair,10,3670.0,0,13,98058,47.4617,-122.159,3300.0,10679,0
3,2.25,1550.0,1919.0,3.0,no,fair,8,1550.0,0,15,98107,47.6729,-122.379,1550.0,2918,0
3,1.0,1050.0,7577.0,1.0,no,fair,7,1050.0,0,35,98023,47.2891,-122.357,1430.0,7245,0
4,2.75,3420.0,6787.0,2.0,no,fair,9,3420.0,0,8,98053,47.6962,-122.023,3450.0,6137,0
3,2.5,3680.0,35617.0,1.0,no,fair,10,2390.0,1290,33,98052,47.7213,-122.12,3570.0,35633,1
5,1.0,2150.0,262231.0,1.5,no,fair,7,2150.0,0,118,98065,47.5519,-121.803,1460.0,46609,0
2,1.5,1190.0,3400.0,1.0,no,fair,7,990.0,200,99,98115,47.6726,-122.32,1410.0,3150,1
4,2.5,2930.0,9158.0,2.0,no,fair,9,2930.0,0,13,98052,47.7065,-122.13,3590.0,8065,0
4,2.25,2460.0,7620.0,1.0,no,fair,7,1230.0,1230,49,98106,47.5285,-122.345,2090.0,7620,1
1,0.75,380.0,15000.0,1.0,no,fair,5,380.0,0,55,98168,47.481,-122.323,1170.0,15000,0
3,1.0,1230.0,8750.0,1.0,no,fair,6,1230.0,0,53,98003,47.3266,-122.334,1230.0,8750,0
3,2.5,1990.0,4936.0,2.0,no,fair,8,1990.0,0,14,98075,47.5911,-122.018,2250.0,4815,0
3,2.5,2420.0,9000.0,2.0,no,good,9,2420.0,0,31,98007,47.6599,-122.146,2630.0,9000,0
2,1.0,870.0,7227.0,1.0,no,fair,7,870.0,0,70,98133,47.7288,-122.331,1250.0,7252,0
3,1.5,1280.0,3640.0,2.0,no,fair,6,1280.0,0,35,98002,47.334,-122.214,1150.0,4105,0
3,2.5,2430.0,12997.0,2.0,no,fair,9,2430.0,0,26,98011,47.744,-122.194,2720.0,12500,0
6,2.25,2770.0,5854.0,1.5,no,fair,8,2120.0,650,97,98112,47.6466,-122.304,2300.0,5450,1
4,2.75,3100.0,3773.0,2.0,no,fair,8,2000.0,1100,99,98122,47.6158,-122.291,2130.0,3777,1
2,1.75,1980.0,44550.0,2.0,no,excellent,7,1280.0,700,41,98070,47.4193,-122.444,1680.0,25343,1
3,2.0,1460.0,10311.0,1.0,no,good,7,1460.0,0,43,98052,47.6771,-122.156,1690.0,9679,0
3,1.75,2100.0,14850.0,1.0,no,good,7,2100.0,0,55,98042,47.3622,-122.059,1930.0,17238,0
4,2.75,2100.0,4480.0,1.5,no,good,7,1780.0,320,90,98105,47.6691,-122.294,2050.0,4480,1
2,1.75,1060.0,4182.0,2.0,no,fair,7,1060.0,0,41,98115,47.6787,-122.308,1760.0,4590,0
4,2.5,3570.0,17411.0,2.0,no,fair,10,3570.0,0,28,98075,47.5617,-122.03,3510.0,16153,0
2,1.75,1980.0,8550.0,1.0,no,fair,7,990.0,990,37,98117,47.6989,-122.369,1480.0,6738,1
3,2.25,1840.0,10500.0,2.0,no,fair,7,1840.0,0,25,98034,47.7326,-122.234,1840.0,7374,0
5,3.75,5340.0,10655.0,2.5,no,good,10,3740.0,1600,106,98144,47.5795,-122.285,3910.0,9418,1
3,1.0,1070.0,4600.0,1.0,no,fair,7,950.0,120,88,98116,47.5627,-122.383,1090.0,4600,1
3,2.0,1680.0,5036.0,1.0,no,good,7,1680.0,0,31,98055,47.4734,-122.186,1680.0,4921,0
6,1.0,2330.0,5000.0,1.5,no,good,7,2330.0,0,98,98117,47.6789,-122.397,1570.0,5000,0
3,1.5,1320.0,8100.0,1.0,no,good,7,1320.0,0,67,98177,47.7194,-122.371,1480.0,8100,0
3,1.75,1850.0,6000.0,1.5,no,fair,8,1650.0,200,105,98199,47.6528,-122.401,1540.0,6000,1
2,1.0,900.0,1818.0,2.0,no,good,7,900.0,0,73,98199,47.6485,-122.397,1570.0,1830,0
4,2.75,2790.0,7803.0,2.0,no,fair,8,2790.0,0,5,98045,47.4823,-121.772,2620.0,6178,0
3,2.0,1560.0,8509.0,1.0,no,fair,8,790.0,770,49,98034,47.7261,-122.22,1410.0,7428,1
2,2.5,2200.0,188200.0,1.0,no,fair,8,2200.0,0,11,98022,47.2458,-122.002,2700.0,84942,0
3,2.5,2050.0,3218.0,3.0,no,fair,7,2050.0,0,10,98133,47.7612,-122.344,2050.0,7200,0
3,3.25,1410.0,1442.0,3.0,no,fair,8,1360.0,50,12,98125,47.7183,-122.317,1500.0,1200,1
3,1.75,1710.0,5000.0,1.0,no,good,7,1110.0,600,74,98107,47.6689,-122.37,920.0,5000,1
3,2.5,2550.0,8170.0,2.0,no,fair,8,2550.0,0,33,98023,47.31100000000001,-122.345,1840.0,8823,0
3,1.0,1600.0,6380.0,1.5,no,fair,7,1400.0,200,79,98125,47.7015,-122.317,1760.0,6380,1
3,1.5,2230.0,6000.0,1.0,no,fair,8,1260.0,970,50,98136,47.5373,-122.395,2120.0,7200,1
4,1.0,1540.0,2452.0,1.5,no,good,7,1540.0,0,112,98103,47.6522,-122.348,1290.0,3360,0
2,2.0,1570.0,4665.0,1.0,no,fair,8,1570.0,0,12,98053,47.709,-122.017,2165.0,6262,0
3,2.0,1840.0,8140.0,1.0,no,good,7,1040.0,800,43,98003,47.3106,-122.325,1600.0,6720,1
3,2.5,2070.0,3986.0,2.0,no,fair,8,2070.0,0,19,98065,47.5348,-121.877,2090.0,3986,0
3,2.5,1553.0,1991.0,3.0,no,fair,8,1553.0,0,4,98133,47.7049,-122.34,1509.0,2431,0
4,2.75,2020.0,2750.0,1.0,no,fair,8,1010.0,1010,101,98122,47.6053,-122.291,1840.0,4000,1
2,2.5,1160.0,1458.0,2.0,no,fair,8,1040.0,120,6,98119,47.6384,-122.373,1650.0,2311,1
3,2.0,1820.0,5000.0,1.5,no,good,8,1720.0,100,77,98116,47.5845,-122.395,2220.0,7200,1
3,2.25,1970.0,3716.0,2.0,no,fair,7,1970.0,0,21,98056,47.4907,-122.167,1780.0,3716,0
5,3.25,3680.0,6060.0,2.0,no,excellent,9,2630.0,1050,93,98112,47.6341,-122.304,3050.0,5850,1
4,1.75,1800.0,4180.0,2.0,no,good,8,1800.0,0,97,98102,47.6462,-122.318,2180.0,4620,0
5,3.5,4495.0,10079.0,2.0,no,fair,9,3580.0,915,5,98011,47.7339,-122.209,4495.0,10079,1
4,2.25,2520.0,2370.0,2.0,no,fair,8,1690.0,830,110,98122,47.6109,-122.303,1530.0,2370,1
4,5.0,4110.0,43560.0,2.0,no,good,10,4110.0,0,40,98005,47.6353,-122.18,3650.0,43995,0
5,1.5,2160.0,5000.0,1.5,no,good,8,2160.0,0,92,98107,47.6645,-122.36,1450.0,4265,0
3,2.5,1680.0,2801.0,2.0,no,fair,7,1680.0,0,7,98011,47.745,-122.181,1920.0,2723,0
4,3.5,2970.0,14486.0,2.0,no,fair,9,2340.0,630,21,98040,47.5627,-122.215,3680.0,14486,1
2,1.0,640.0,2500.0,1.0,no,good,6,640.0,0,100,98117,47.6776,-122.361,1460.0,4200,0
4,1.75,2090.0,6485.0,1.0,no,fair,7,1280.0,810,62,98178,47.4958,-122.265,2190.0,9600,1
2,2.5,1790.0,5400.0,2.0,no,good,8,1790.0,0,39,98052,47.6606,-122.128,1700.0,5760,0
4,1.75,1820.0,6000.0,1.0,no,fair,7,930.0,890,76,98115,47.6872,-122.296,1590.0,6000,1
3,2.75,2190.0,11060.0,1.0,no,good,7,1610.0,580,45,98033,47.6893,-122.208,2020.0,8588,1
6,2.5,2420.0,11662.0,1.0,no,good,7,1420.0,1000,53,98188,47.4459,-122.278,1630.0,11662,1
3,2.5,1040.0,2643.0,2.0,no,fair,7,720.0,320,14,98118,47.5165,-122.268,1540.0,5110,1
2,1.0,760.0,5240.0,1.0,no,fair,6,760.0,0,69,98032,47.38800000000001,-122.234,980.0,5080,0
4,3.25,4240.0,11189.0,2.0,no,fair,10,4240.0,0,12,98033,47.6526,-122.191,3390.0,12540,0
4,3.0,2160.0,5200.0,1.0,no,fair,7,1320.0,840,40,98042,47.3627,-122.091,1460.0,5144,1
4,2.5,3450.0,35100.0,2.0,no,fair,10,3450.0,0,31,98052,47.7302,-122.106,3110.0,35894,0
3,1.5,1360.0,8910.0,2.0,no,excellent,7,1360.0,0,69,98188,47.4488,-122.275,1220.0,8912,0
4,2.5,2470.0,5074.0,2.0,no,fair,8,2470.0,0,14,98038,47.3457,-122.041,2470.0,5078,0
5,2.25,2780.0,10192.0,2.0,no,good,9,2780.0,0,40,98007,47.6134,-122.152,2740.0,9900,0
5,3.5,3740.0,5610.0,2.0,no,fair,9,2860.0,880,4,98117,47.6764,-122.392,1520.0,4590,1
3,1.5,1560.0,9350.0,1.0,no,good,7,1220.0,340,49,98052,47.6729,-122.148,1870.0,8671,1
3,1.75,1870.0,7030.0,1.0,no,fair,7,1870.0,0,41,98033,47.6999,-122.17,1820.0,7500,0
3,1.0,1310.0,15022.0,1.0,no,fair,7,1310.0,0,84,98168,47.5008,-122.332,1530.0,13154,0
2,1.5,1320.0,826.0,2.0,no,fair,8,1100.0,220,10,98144,47.5879,-122.304,1340.0,1213,1
2,2.5,1640.0,1953.0,2.0,no,fair,10,1640.0,0,4,98118,47.5639,-122.292,1820.0,2653,0
2,1.0,930.0,3200.0,1.0,no,fair,7,930.0,0,114,98122,47.609,-122.314,1690.0,3840,0
4,2.5,2220.0,7210.0,1.0,no,fair,7,1270.0,950,45,98011,47.7428,-122.183,2220.0,7313,1
2,1.0,610.0,4000.0,1.0,no,good,6,610.0,0,100,98136,47.5469,-122.391,870.0,5160,0
3,1.5,2390.0,32109.0,1.0,no,fair,7,2390.0,0,43,98092,47.3028,-122.102,1370.0,32109,0
3,1.5,1340.0,6500.0,1.0,no,fair,7,1340.0,0,46,98034,47.7168,-122.192,1620.0,7107,0
5,2.5,2780.0,9272.0,2.0,no,fair,8,2780.0,0,4,98126,47.5168,-122.378,1150.0,8460,0
3,2.5,1700.0,6396.0,2.0,no,fair,7,1700.0,0,15,98065,47.5333,-121.87,1700.0,4444,0
3,2.0,1730.0,9030.0,1.0,no,good,7,1730.0,0,62,98007,47.5875,-122.134,1470.0,9030,0
3,2.5,2240.0,3691.0,2.0,no,fair,7,2240.0,0,15,98092,47.3364,-122.169,2619.0,3691,0
3,2.0,1260.0,2550.0,2.0,no,fair,7,1260.0,0,31,98117,47.6821,-122.378,1590.0,3825,0
4,2.5,1870.0,5692.0,2.0,no,fair,7,1870.0,0,14,98058,47.4334,-122.148,2390.0,5293,0
5,2.5,2540.0,5100.0,2.0,no,fair,7,2540.0,0,4,98168,47.5123,-122.316,1400.0,9440,0
4,1.0,1430.0,5909.0,1.0,no,fair,6,1070.0,360,71,98155,47.7623,-122.313,1460.0,8433,1
2,1.0,700.0,20130.0,1.0,no,fair,6,700.0,0,69,98168,47.4752,-122.271,1490.0,18630,0
3,1.0,1050.0,5664.0,1.0,no,good,7,910.0,140,71,98115,47.6897,-122.285,1500.0,5664,1
3,1.5,1580.0,10517.0,1.0,no,good,6,1580.0,0,61,98002,47.2903,-122.214,1400.0,10658,0
3,2.0,1760.0,9055.0,2.0,no,good,7,1760.0,0,33,98052,47.6534,-122.128,2010.0,9383,0
3,2.25,1445.0,1471.0,2.0,no,fair,7,1300.0,145,15,98027,47.5342,-122.072,1410.0,1399,1
2,2.0,1670.0,7772.0,1.0,no,good,6,860.0,810,99,98126,47.5461,-122.377,1300.0,7770,1
4,2.75,3040.0,13559.0,2.0,no,fair,10,3040.0,0,15,98059,47.522,-122.149,3830.0,12202,0
3,2.5,1670.0,6186.0,2.0,no,fair,7,1670.0,0,16,98038,47.3668,-122.031,2390.0,6924,0
2,1.0,890.0,4590.0,1.0,no,fair,7,890.0,0,95,98117,47.6901,-122.362,1310.0,4590,0
5,2.75,2110.0,5120.0,2.0,no,fair,7,1870.0,240,71,98106,47.5294,-122.357,1580.0,5120,1
4,2.25,2710.0,38180.0,2.0,no,good,8,2710.0,0,41,98077,47.77,-122.097,2590.0,38180,0
3,0.75,1080.0,5025.0,1.0,no,fair,5,1080.0,0,70,98146,47.4936,-122.335,1370.0,6000,0
5,2.25,3210.0,61419.0,1.5,no,fair,8,3210.0,0,39,98077,47.7632,-122.09,2820.0,48351,0
4,2.5,2970.0,9072.0,2.0,no,fair,10,2970.0,0,27,98006,47.562,-122.114,2740.0,8729,0
5,3.0,2300.0,8214.0,2.0,no,fair,8,2300.0,0,5,98001,47.3052,-122.276,2594.0,4950,0
3,2.5,1690.0,7165.0,2.0,no,good,7,1690.0,0,26,98038,47.3498,-122.058,1410.0,8590,0
4,2.0,2120.0,6865.0,1.0,no,fair,7,1060.0,1060,64,98133,47.7775,-122.337,1460.0,7780,1
5,1.5,1750.0,9780.0,1.5,no,good,7,1750.0,0,57,98028,47.7755,-122.235,1750.0,10295,0
4,2.5,1620.0,8125.0,2.0,no,good,7,1620.0,0,35,98074,47.6255,-122.059,1480.0,8120,0
4,2.5,2970.0,7961.0,1.0,no,fair,8,2020.0,950,49,98125,47.7118,-122.29,1410.0,7959,1
3,1.75,1920.0,9512.0,1.0,no,fair,8,1440.0,480,38,98011,47.7606,-122.167,1820.0,9512,1
3,3.25,1400.0,1343.0,2.0,no,fair,7,1160.0,240,13,98118,47.5483,-122.277,1400.0,1326,1
3,1.5,1630.0,4080.0,1.5,no,good,8,1630.0,0,91,98115,47.6756,-122.308,1950.0,4080,0
3,1.75,1740.0,3060.0,1.0,no,excellent,8,950.0,790,88,98115,47.6816,-122.31,1800.0,3960,1
3,1.0,1270.0,7153.0,1.0,no,excellent,6,1270.0,0,69,98055,47.4815,-122.226,1650.0,7153,0
6,2.0,2020.0,7071.0,1.0,no,fair,7,1010.0,1010,39,98108,47.5329,-122.294,2020.0,5000,1
3,1.0,1060.0,10228.0,1.0,no,fair,7,1060.0,0,70,98155,47.7481,-122.3,1570.0,10228,0
3,2.0,2020.0,10584.0,1.0,no,fair,10,2020.0,0,24,98075,47.5851,-122.028,3030.0,9870,0
3,2.0,1430.0,8919.0,1.0,no,fair,7,1430.0,0,26,98022,47.2118,-121.983,1580.0,8919,0
3,2.5,1820.0,374616.0,2.0,no,fair,7,1820.0,0,19,98014,47.6539,-121.959,1870.0,220654,0
4,2.5,2520.0,7205.0,2.0,no,fair,8,2520.0,0,31,98003,47.343,-122.316,2350.0,7632,0
4,2.25,2680.0,35218.0,2.0,no,fair,8,2680.0,0,32,98027,47.4613,-121.997,2980.0,35218,0
4,2.5,2420.0,18470.0,1.0,no,fair,8,920.0,1500,50,98005,47.6001,-122.176,2690.0,13800,1
4,2.75,2200.0,268329.0,1.0,no,fair,7,1410.0,790,29,98092,47.3224,-122.122,2240.0,58806,1
5,1.75,2640.0,13290.0,1.0,yes,good,8,1400.0,1240,64,98178,47.5022,-122.223,2400.0,11942,1
2,1.75,1460.0,10500.0,1.0,no,fair,7,1460.0,0,38,98045,47.4461,-121.768,1340.0,9600,0
3,2.25,1750.0,9353.0,1.0,no,fair,7,1210.0,540,31,98034,47.7305,-122.225,1930.0,8545,1
4,2.5,2620.0,8331.0,2.0,no,fair,9,2620.0,0,27,98058,47.4357,-122.159,2760.0,8174,0
2,2.25,1140.0,1332.0,3.0,no,fair,8,1140.0,0,19,98103,47.6543,-122.356,1140.0,1267,0
3,1.75,1430.0,8505.0,1.0,no,good,7,1430.0,0,50,98003,47.3173,-122.319,1190.0,8640,0
4,2.5,3240.0,7621.0,2.0,no,fair,9,3240.0,0,15,98075,47.5641,-122.032,4610.0,7150,0
1,1.0,730.0,1942.0,1.0,no,fair,7,730.0,0,9,98144,47.5943,-122.299,1020.0,2044,0
6,4.5,3500.0,8504.0,2.0,no,fair,7,3500.0,0,38,98155,47.7349,-122.295,1550.0,8460,0
2,1.0,1150.0,3775.0,1.0,no,fair,7,1150.0,0,101,98103,47.6539,-122.329,2240.0,3753,0
3,3.25,1689.0,1388.0,3.0,no,fair,8,1689.0,0,10,98125,47.7174,-122.317,1459.0,1384,0
2,1.0,760.0,4746.0,1.0,no,fair,5,760.0,0,88,98055,47.4836,-122.214,1360.0,7810,0
4,1.75,1120.0,8250.0,1.0,no,good,7,1120.0,0,52,98058,47.4555,-122.177,1330.0,7975,0
2,1.0,1210.0,10000.0,1.0,no,fair,7,1210.0,0,65,98148,47.4402,-122.333,1620.0,10959,0
3,1.0,1400.0,8100.0,1.5,no,fair,6,1400.0,0,74,98125,47.7124,-122.289,1420.0,8100,0
3,1.0,1580.0,3840.0,2.0,no,fair,8,1580.0,0,110,98102,47.6192,-122.319,1680.0,2624,0
2,1.0,1260.0,4377.0,1.0,no,good,7,1260.0,0,71,98103,47.6988,-122.354,1420.0,6376,0
3,1.0,1570.0,4000.0,2.0,no,excellent,8,1570.0,0,110,98103,47.6575,-122.346,1640.0,4000,0
4,3.0,2200.0,10800.0,1.0,no,fair,6,2200.0,0,58,98058,47.4476,-122.169,1430.0,10800,0
4,3.75,3320.0,8234.0,2.0,no,fair,10,3320.0,0,4,98004,47.5963,-122.2,1560.0,8240,0
4,2.0,2600.0,9000.0,1.0,no,fair,8,1410.0,1190,59,98032,47.381,-122.299,2600.0,7200,1
4,2.5,3340.0,8930.0,2.0,no,fair,10,3340.0,0,19,98065,47.535,-121.867,3160.0,7865,0
3,1.0,1120.0,6600.0,1.0,no,fair,7,1120.0,0,75,98105,47.6712,-122.267,1300.0,6600,0
3,1.0,1290.0,6859.0,1.0,no,good,7,1290.0,0,77,98136,47.5317,-122.387,1560.0,6369,0
4,2.5,2658.0,3960.0,2.0,no,fair,9,2658.0,0,4,98092,47.2603,-122.194,2578.0,4200,0
3,2.5,2030.0,5100.0,2.0,no,fair,7,2030.0,0,10,98199,47.6594,-122.397,1790.0,4380,0
4,2.5,3690.0,11191.0,1.0,no,good,10,2190.0,1500,67,98199,47.6434,-122.412,3460.0,8160,1
3,1.5,1890.0,4400.0,1.5,no,excellent,7,1890.0,0,99,98105,47.6662,-122.326,1620.0,4080,0
2,1.0,990.0,4313.0,1.5,no,good,6,990.0,0,101,98126,47.5677,-122.38,1480.0,5750,0
5,4.0,7320.0,217800.0,2.0,no,fair,10,7320.0,0,26,98058,47.4473,-122.086,3270.0,34500,0
4,2.5,2300.0,6448.0,2.0,no,fair,8,2300.0,0,17,98030,47.3813,-122.204,1860.0,5872,0
4,2.5,2550.0,17209.0,2.0,no,fair,9,2550.0,0,22,98059,47.4836,-122.136,2840.0,12560,0
3,2.5,1480.0,1590.0,2.0,no,fair,8,1150.0,330,8,98106,47.5302,-122.362,1480.0,5761,1
3,2.5,1480.0,1531.0,3.0,no,fair,8,1480.0,0,4,98107,47.669,-122.402,1530.0,1321,0
4,3.0,3040.0,11651.0,2.0,no,fair,10,3040.0,0,31,98074,47.6348,-122.038,2540.0,11815,0
4,1.75,3080.0,6500.0,1.0,no,good,9,1700.0,1380,77,98199,47.6353,-122.402,2960.0,5711,1
4,1.75,1550.0,6000.0,1.0,no,excellent,7,1550.0,0,74,98199,47.6567,-122.399,1550.0,6000,0
2,2.25,1660.0,2128.0,2.0,no,good,8,1660.0,0,44,98028,47.7528,-122.252,1640.0,2128,0
3,1.75,1300.0,8800.0,1.0,no,good,8,1300.0,0,55,98008,47.6199,-122.116,1350.0,8800,0
3,1.75,1380.0,4590.0,1.0,no,okay,7,930.0,450,68,98115,47.6841,-122.293,1320.0,4692,1
4,1.75,1920.0,3600.0,2.0,no,good,8,1920.0,0,111,98119,47.6382,-122.368,1920.0,3600,0
3,1.0,1010.0,6400.0,1.0,no,fair,7,1010.0,0,47,98023,47.3027,-122.376,1820.0,6500,0
5,3.75,4700.0,11237.0,2.0,no,fair,10,2930.0,1770,12,98033,47.6624,-122.197,3180.0,13140,1
5,4.5,4400.0,15580.0,2.0,no,fair,10,3390.0,1010,15,98004,47.6232,-122.207,2150.0,14249,1
4,2.5,2590.0,9341.0,2.0,no,fair,8,2590.0,0,33,98052,47.6496,-122.114,2280.0,9510,0
3,2.25,1460.0,1353.0,2.0,no,fair,8,1050.0,410,6,98116,47.5774,-122.412,1690.0,3776,1
3,2.0,1170.0,5360.0,1.0,no,fair,6,1170.0,0,99,98106,47.5181,-122.364,1180.0,7200,0
3,2.25,1670.0,1596.0,3.0,no,fair,8,1670.0,0,4,98136,47.5402,-122.387,1640.0,1310,0
3,2.5,2140.0,7715.0,2.0,no,fair,7,2140.0,0,27,98198,47.38399999999999,-122.322,1990.0,7628,0
3,1.75,1450.0,8378.0,1.0,no,good,8,1450.0,0,40,98023,47.3093,-122.385,1860.0,8496,0
3,2.0,1800.0,11419.0,1.0,no,fair,8,1800.0,0,29,98092,47.2623,-122.217,2220.0,11406,0
2,1.0,800.0,3330.0,1.0,no,fair,7,800.0,0,100,98107,47.6566,-122.358,1300.0,4320,0
3,1.75,3020.0,360241.0,2.0,no,fair,8,3020.0,0,26,98092,47.2662,-122.088,1890.0,209959,0
4,1.0,1780.0,5000.0,1.5,no,fair,8,1780.0,0,71,98115,47.6761,-122.297,2030.0,5000,0
4,2.0,2970.0,52567.0,2.0,no,fair,8,2970.0,0,94,98072,47.7333,-122.128,3280.0,46676,0
3,3.25,1510.0,2064.0,2.0,no,fair,8,1220.0,290,10,98109,47.6398,-122.345,1670.0,2594,1
4,1.5,1740.0,7292.0,1.0,no,fair,7,1020.0,720,56,98168,47.4787,-122.302,1740.0,7573,1
2,2.5,1740.0,2500.0,2.0,no,fair,8,1210.0,530,24,98112,47.622,-122.3,1640.0,2500,1
3,2.5,1580.0,1487.0,3.0,no,fair,9,1580.0,0,9,98119,47.6276,-122.359,1610.0,1297,0
5,2.25,2660.0,8400.0,1.5,no,excellent,7,2660.0,0,57,98092,47.2909,-122.189,1590.0,8165,0
4,2.5,3216.0,5902.0,2.0,no,fair,9,3216.0,0,4,98030,47.3425,-122.179,2815.0,4916,0
3,2.0,1420.0,1716.0,2.0,no,fair,7,1050.0,370,15,98155,47.7364,-122.295,1420.0,8150,1
4,2.75,4030.0,10240.0,2.0,no,fair,8,3310.0,720,75,98177,47.7168,-122.365,2490.0,7680,1
3,1.0,1220.0,5038.0,1.0,no,excellent,6,1220.0,0,76,98056,47.496,-122.189,1140.0,5038,0
4,2.25,2590.0,10002.0,1.0,no,good,8,1340.0,1250,50,98028,47.7689,-122.266,1550.0,10436,1
4,2.25,2170.0,8240.0,2.0,no,good,8,2170.0,0,35,98006,47.5634,-122.128,2600.0,9898,0
5,2.5,3100.0,10189.0,2.0,no,fair,8,3100.0,0,16,98019,47.738,-121.965,2840.0,10189,0
4,1.75,2350.0,7574.0,1.0,no,fair,8,1720.0,630,39,98027,47.5634,-122.087,2220.0,8496,1
3,1.75,1490.0,3800.0,1.0,no,fair,6,700.0,790,105,98118,47.5554,-122.27,2180.0,4000,1
3,1.0,1390.0,2640.0,1.5,no,fair,7,1230.0,160,115,98122,47.6078,-122.307,1780.0,3920,1
7,5.75,3700.0,7647.0,2.0,no,fair,8,3700.0,0,70,98155,47.7393,-122.289,2510.0,7479,0
2,1.0,1090.0,5265.0,1.5,no,good,7,1090.0,0,71,98105,47.6638,-122.292,2080.0,4000,0
3,2.5,1730.0,6368.0,2.0,no,fair,7,1730.0,0,25,98038,47.3505,-122.032,1780.0,6597,0
4,2.75,4140.0,24190.0,2.0,no,fair,10,4140.0,0,16,98092,47.3062,-122.15,3950.0,24190,0
3,1.75,2770.0,39927.0,1.0,no,good,8,1580.0,1190,40,98027,47.4669,-122.003,2420.0,36384,1
4,2.5,2020.0,7200.0,1.5,no,good,6,2020.0,0,64,98065,47.5223,-121.818,1440.0,7200,0
3,1.0,1520.0,8600.0,1.0,no,fair,6,1040.0,480,67,98168,47.5134,-122.335,1320.0,8600,1
3,1.5,1860.0,9003.0,1.0,no,fair,7,1490.0,370,63,98028,47.7624,-122.26,2090.0,11574,1
4,2.75,3020.0,7203.0,2.0,no,fair,9,3020.0,0,4,98033,47.6948,-122.178,3010.0,7215,0
2,1.0,900.0,7500.0,1.0,no,good,6,900.0,0,57,98014,47.6481,-121.916,1190.0,10000,0
3,3.0,2920.0,23085.0,1.5,no,fair,7,1540.0,1380,110,98136,47.5159,-122.395,2270.0,18180,1
3,1.5,1200.0,8404.0,1.0,no,fair,7,1200.0,0,54,98188,47.4482,-122.269,2120.0,12000,0
3,2.5,2320.0,57063.0,1.0,no,good,9,1790.0,530,39,98074,47.6163,-122.056,3290.0,7314,1
